id,open_edges
15189,114205-114765-115453-117309-117313-117423-118483-119836-121125-124879-125743-125745-125747-126071-126073-126415-127419-128109-132784
15190,114211
15191,114215
15192,114233
15193,114239-126181-126571
15194,114243-114821
15195,114249-117493
15196,114255-127487
15197,114257-114319-115283-117005-117151-117155-117303-123791-123849-124243-124913-125343-125467-129337-129455
15198,114299
15199,114333
15200,114349-142281-142345-142349
15201,114393-114395-114427-118015-118017-118653-118863-119111-119864-119895-119933-120025-123545-145671-146706-146773-150362-151143-151187-151395-151602-158411-158812-159007-159189-159221-159778-162143
15202,114397
15203,114411-114869-114872-114875-121461-137540
15204,114425
15205,114459-115119
15206,114463
15207,114493-134893
15208,114505-114509-114517-115359-115457-115953-116013-116591-116615-117619-122961-124505-125209-129003-134605-134753-136380-136386-150511-151018-156792-159119-161653
15209,114511
15210,114513-114523
15211,114525
15212,114527
15213,114529
15214,114531
15215,114533
15216,114535
15217,114537
15218,114539
15219,114541
15220,114543
15221,114545
15222,114547
15223,114549
15224,114551
15225,114553
15226,114555
15227,114557
15228,114559
15229,114561
15230,114563
15231,114565
15232,114567
15233,114569
15234,114571
15235,114573
15236,114575
15237,114577
15238,114579
15239,114581
15240,114583
15241,114585
15242,114587
15243,114589
15244,114591
15245,114593
15246,114595
15247,114597
15248,114599
15249,114601
15250,114603
15251,114605
15252,114607
15253,114609
15254,114611
15255,114613
15256,114615
15257,114617
15258,114619
15259,114621
15260,114623
15261,114625
15262,114627
15263,114629
15264,114631
15265,114633
15266,114635
15267,114637
15268,114645
15269,114647
15270,114649
15271,114651
15272,114653
15273,114655
15274,114657
15275,114659
15276,114661
15277,114663
15278,114665
15279,114667
15280,114669
15281,114671
15282,114673
15283,114675
15284,114677
15285,114679
15286,114681
15287,114683
15288,114685
15289,114687
15290,114689
15291,114691
15292,114693
15293,114695
15294,114697
15295,114699
15296,114701
15297,114703
15298,114705
15299,114707
15300,114709
15301,114711
15302,114713
15303,114715
15304,114717
15305,114719
15306,114721
15307,114723
15308,114725
15309,114727
15310,114729
15311,114731
15312,114745
15313,114751
15314,114785
15315,114793
15316,114797
15317,114801
15318,114813-148789-148832
15319,114847-114941
15320,114865-115627-155285
15321,114873
15322,114929-116265
15323,114961
15324,114963
15325,115015-115021-116603-116621-117337-117375-117391-117521-117533-129509-129995-132160-133663-133678-134627-143083-143618-154804
15326,115027
15327,115041
15328,115065-119263
15329,115075
15330,115087-115123-115129-115963-115965-116017-116195-116263-116289-116437-118501-119793-119865-119883-120047-120097-120151-120535-121089-122276-122339-122386-122843-123004-126343-127521-129218-148695-158397
15331,115145-115149-115575-115613-119009-119029-119461-119773-119789-122087-124957-127875-135061-135169-135199-135759-136087-136249-136381-136555-136575-147969-149113-154423-155381-160703
15332,115163-117500-117536-121602
15333,115187
15334,115189
15335,115229-117153
15336,115247-115275
15337,115277-115287
15338,115317-115619-147317
15339,115329-115423
15340,115341-123287-129719
15341,115345
15342,115379
15343,115381-127344-127476-127855-127965-129216-129287-131883-131899
15344,115397-115561-115563-115565-115923-115925-115927-115929-116793-116795-116797-116799-118747-118749-118751-118753-119067-119069-119071-119073-119075-120067-120069-120071-120073-120075-120077-122525-122527-122529-122531-122533-124103-124105-124107-124109-125085-125087-126299-127915-127917-127919-127921-127923-127925-127927-127929-128129-128531-128659-133193-133425-133427-133429-133430-134157-136563-146367-146369-146371-146373-146375-148657-148919-149141-149143-149817-150665-155127-160877-160878
15345,115417-115674-115719-116057
15346,115443-115451-115633-116038
15347,115467-115499-115501-115503-115505-115507-115509-115691-115693-115695-115697-116079-117165-118917-128803-128805-128807-128809-128811-128813-128815-128817-128819-128859-129054-132425-134098-135181-135245-135248-135261-135649-135683-135736-135776-135790-135851-135853-136125-136149-136211-136231-136366-136433-136439-136497-136572-136599-136695-136835-136864-136958-137121-137123-137241-137266-137315-142775-147133-147540-148259-148310-151567-151747-151926-152058
15348,115479-115517
15349,115483
15350,115495-115675-116043-116597-126053-127312-127317-155090
15351,115559-115583
15352,115603-123683
15353,115609
15354,115611-123571
15355,115615-121427-122662-122667-126777-127035-127106-127197-129118-136450-136618-141116-148672-152246
15356,115671
15357,115683-116039
15358,115703-123065-123171-127523-128220-137581-137780
15359,115705
15360,115713-115721
15361,115749-115933
15362,115781
15363,115787-115793-115795-116525
15364,115801-116041-118493-118525-121593-121597-121629-129407-129409-129417-129957-135864-137081-137085-137087
15365,115805
15366,115809-116069-116735-116841-117473-119488-119491-119527-119599-121465-121617-122687-122689-130872-134460-134469
15367,115811-115813
15368,115815-116967-117025
15369,115841-117175-117459-117651-117909-117923-117990-119489-119701-119780-119783-120591-121907-123034-123197
15370,115863-118904-119016
15371,115881-116045-116049-116065-116500-116527-116545-116607-116627-116667-116669-116675-116761-116763-117181-117437-117523-117549-117551-117555-117571-117581-117615-117639-117841-117859-117957-117979-117988-118458-118772-118821-119597-119999-121183-121571-121873-122495-122497-122499-122505-123127-123559-123901-124793-125415-125465-125543-125717-128193-128367-128927-130522-130866-134298-136037-138437-138933-142187-148205-148783-157569
15372,115917
15373,115935-115941-115945-122674-132440-136424-136529-143132-155254-155644-156146-156807-157059-157094-157391-157393-158078-158109-159131-160225-160536-160822-162351
15374,115951-128049
15375,115955-116105-116605
15376,115981
15377,115991
15378,116003-116371-116381-116385-116473-116477-116479-116553-116585-116723-117003-124977-143412
15379,116029-116995-116999-117133-118533-122851-122955-136423-136449
15380,116051-116053-124861
15381,116109-116165
15382,116111-118867-118868-118955-118959
15383,116113-116363-160123-160299-160776-161087-161089-161091-161181-161183-161301-161303
15384,116115-161973
15385,116167-116549-116665-116835-117991-118519-118651-124766
15386,116217-117178-117488-117537-117992
15387,116227
15388,116233
15389,116235-120411
15390,116241-116249-116641
15391,116243
15392,116283-116331
15393,116299
15394,116307-118479-119147-120499
15395,116325
15396,116333-116337-116347-116351
15397,116343-116391
15398,116375
15399,116379-116393-116403-116407-116417-116613-116779-117157-117161-121485-123989-124047-124331-124333-124431-124435-125027-125137-129598-131913-141266-142649-142677-143340-143463-143517-143907-143992-144649-144694-144760-145347-148311-148475-150421-150441-150447-150485-151209-151211-151217-151219-153971-154525-154581-157205-157556
15400,116411
15401,116419-116974-117069-117091-117127-117185-117279-117293-117387-117399-117456-119467-119505-120569-120589-121090-121231-121965-121969-132616-132632-132651-132766-144510-147842-151401-159048
15402,116447-117595
15403,116455-117099-117358-117452-117995-118053
15404,116459-116465-117941
15405,116483-116694-116789-120968
15406,116497-116877
15407,116501-133161-136907-136909-159103-159375
15408,116507-116879
15409,116528-138217
15410,116529-126521-138077-148279
15411,116538
15412,116539-116577
15413,116551-116681
15414,116555
15415,116561
15416,116575-116593-116611
15417,116579
15418,116581
15419,116587-116845
15420,116619-141783-142199
15421,116637-137257
15422,116671-116695-116772-116782-123568-123783-123858-123881-123893-123915-123927-123928-123933-124100-124124-124131-124165-124277-124295-124309-124310-124313-124315-124324-124361-124413-124443-124653-128201-131091-131540-131668-132499-132505-132563-132567-132589-132642-132657-132737-133215-133230-133293-133401-133527-133598-135047-135197-137370-137452-137710-137999-138333-139649-140733-140797-141849-147831-147833-147835-147999-149440-150491-150493-150495-150535-156884-156891
15423,116685
15424,116687-117039-152231
15425,116693-116773
15426,116698-118067-119607
15427,116699-119455-122707-123946-137021-137025
15428,116709
15429,116713
15430,116717
15431,116725
15432,116737-116739-116859-121693
15433,116745-119307-119324-119406
15434,116767-117105-122349-122351-122353-122537-122539-122555-122589-122615-122675-122741
15435,116783-116975-117081-117171-118057
15436,116829
15437,116905-117237-118081-121447-121459-121817-122138-122149-126681-130141-131538-131590-131669-131672-132244-134625-136081-137147-137209-137670-138471-138561-140845-140853-141891
15438,116906-117857
15439,116907
15440,116943-124519-126185-128979-158952
15441,116957
15442,116961
15443,116973-116977
15444,116981
15445,117013
15446,117017-132429-132431-132442-132453-132455
15447,117031-118761-122243
15448,117041-135283
15449,117051-117411-117501-119667-119837-122369-122521-122557-123511-123583-124307-126285-126341-126349-126367-126557-127357-130601-130633-135243-147867-150301
15450,117089-139077
15451,117095
15452,117129-117449-117531-119897-119907-126470-126578-127046-141194-154017-154119-154277-154529-159397-159482-159597-159788
15453,117131-117149
15454,117169-121199-123605-124121-124463-129601-132175-132241-132255-138184-144449-144671-146000-152376-153555-155145-155277
15455,117179-117483-117489-117502-117981
15456,117183-161158-161229-161342-161506
15457,117191-117631
15458,117213
15459,117249-122563-122571-122795
15460,117251-117369-117641-124251
15461,117259
15462,117291-117967-118051-120579
15463,117311-117401-117403-124031
15464,117317
15465,117359-117363-117409-117417-117453
15466,117377
15467,117389
15468,117397
15469,117427
15470,117457-119831-119833-121929-123124
15471,117503-153581-154256
15472,117507-117561-117989-118433-137480-143708
15473,117515-117993-124777-133849-150013
15474,117559
15475,117569-118463-118723-118789
15476,117603
15477,117617
15478,117643-117645
15479,117653-118441-118539
15480,117657-117659-117661-117667-117669-117671
15481,117675
15482,117677
15483,117679
15484,117681
15485,117683
15486,117685
15487,117687
15488,117689
15489,117691
15490,117693
15491,117695
15492,117697
15493,117699
15494,117701
15495,117703
15496,117705
15497,117707
15498,117709
15499,117711
15500,117713
15501,117715
15502,117717
15503,117719
15504,117721
15505,117723
15506,117725
15507,117727
15508,117729
15509,117731
15510,117733
15511,117735
15512,117737
15513,117739
15514,117741
15515,117743
15516,117745
15517,117747
15518,117749
15519,117751
15520,117753
15521,117755
15522,117757
15523,117759
15524,117761
15525,117763
15526,117765
15527,117767
15528,117769
15529,117771
15530,117773
15531,117775
15532,117777
15533,117779
15534,117781
15535,117783
15536,117785
15537,117787
15538,117789
15539,117791
15540,117793
15541,117795
15542,117797
15543,117799
15544,117801
15545,117803
15546,117805
15547,117807
15548,117821-117825
15549,117827-117945-118019-125940-125946-125953-125955-125961-125963-125971-126685-126687-126689-126691-126692-126699-126719-126721-126723-126781-126783-126785-126791-127183-127185-127189-127253-127383-127387-127389-127391-127427-128317-132501-133115-133131-133245-139055-157431
15550,117881
15551,117919-118043-141301-141305
15552,117925
15553,117997-118001
15554,117999
15555,118005-118099-118113-118115-118527
15556,118009
15557,118083-128629-130085-130101-137825-139281-140479-142768-144571-150086-151267
15558,118103
15559,118107-118267-118287-118459-118460-118467-118745-118757-119014-128647-128699-135215-135217-137702-137711-149384
15560,118109-118111-118615-118619
15561,118119
15562,118121
15563,118123
15564,118125
15565,118127
15566,118129
15567,118131
15568,118133
15569,118135
15570,118137
15571,118139
15572,118141
15573,118143
15574,118145
15575,118147
15576,118149
15577,118151
15578,118153
15579,118155
15580,118157
15581,118159
15582,118161
15583,118163
15584,118165
15585,118167
15586,118169
15587,118171
15588,118173
15589,118175
15590,118177
15591,118179
15592,118181
15593,118183
15594,118185
15595,118187
15596,118189
15597,118191
15598,118193
15599,118195
15600,118197
15601,118199
15602,118201
15603,118203
15604,118205
15605,118207
15606,118209
15607,118211
15608,118213
15609,118215
15610,118217
15611,118219
15612,118221
15613,118223
15614,118225
15615,118227
15616,118229
15617,118231
15618,118233
15619,118235
15620,118237
15621,118239
15622,118241
15623,118243
15624,118245
15625,118247
15626,118249
15627,118251
15628,118253
15629,118255
15630,118257
15631,118259
15632,118261
15633,118263
15634,118265
15635,118281-118773-119339-119629-127161-127379-127415-127679-127762-127784-129781-137481-149149-157996
15636,118291
15637,118293
15638,118295
15639,118297
15640,118299
15641,118301
15642,118303
15643,118305
15644,118307
15645,118309
15646,118311
15647,118313
15648,118315
15649,118317
15650,118319
15651,118321
15652,118323
15653,118325
15654,118327
15655,118329
15656,118331
15657,118333
